"Confirmed","Deaths","Recovered","Active","Incident_Rate","Case_Fatality_Ratio"
638593,10905,626519,1169,3412.9424514729963,1.707660434736992
638849,10906,626712,1231,3414.310636322465,1.7071326714137456
639092,10909,626876,1307,3415.6093430350465,1.7069529895539295
639289,10910,627044,1335,3416.6622040324896,1.7065834075042745
639464,10911,627149,1404,3417.5974866444317,1.7062727534309985
639681,10911,627227,1543,3418.75723708324,1.7056939318191409
639921,10914,627423,1584,3420.0399103796167,1.70552302549846
640182,10915,627566,1701,3421.434817589427,1.7049838952048009
640494,10918,627797,1779,3423.102292874718,1.7046217450905083
640815,10919,628117,1779,3424.8178684086224,1.7039239093966276
641101,10921,628377,1803,3426.3463874201398,1.703475739392077
641340,10924,628686,1730,3427.623716244448,1.7033086974147875
641660,10928,628920,1812,3429.3339473062847,1.7030826294299162
642030,10931,629199,1900,3431.311401971533,1.702568415806115
642439,10934,629485,2020,3433.4972910474426,1.7019514693223792
642870,10936,629841,2093,3435.800758508854,1.701121533124893
643289,10939,630143,2207,3438.0400923054467,1.7004798776288728
643696,10941,630493,2262,3440.2152924372194,1.699715393601949
644064,10944,630799,2321,3442.182058158331,1.6992100163958859
644489,10945,631056,2488,3444.4534587873327,1.6982446558436217
645025,10948,631375,2702,3447.3180958159087,1.6972985543196002
645632,10949,631756,2927,3450.56219036133,1.69585770222046
646348,10953,632230,3165,3454.3888323621886,1.6945979565187794
647161,10955,632797,3409,3458.7338881536675,1.6927781494867584
647984,10956,633410,3618,3463.1323886658283,1.690782488456505
648872,10963,633975,3934,3467.8782798624247,1.6895473991788827
649973,10967,634595,4411,3473.7625436095564,1.6873008571125263
651227,10973,635364,4890,3480.464511583128,1.6849731353276203
652742,10978,636267,5497,3488.56138676651,1.6818283487197083
654276,10987,637238,6051,3496.759806919189,1.6792607401157922
655834,10997,638212,6625,3505.086494401505,1.6767962624688564
657715,11006,639164,7545,3515.1394463618626,1.6733691644557294
659616,11012,640575,8029,3525.299287763585,1.669456168437394
660611,11016,642166,7429,3530.617037471484,1.6675471646702824
662430,11027,642565,8838,3540.3386321636103,1.6646287154869193
665220,11036,643686,10498,3555.2497092339972,1.6590000300652417
668814,11050,645770,11994,3574.457741847248,1.6521783335875146
672381,11060,648674,12647,3593.521473714657,1.6449007333639707
676414,11081,651351,13982,3615.0757295658655,1.6381979083815532
679962,11096,654277,14589,3634.0379164639776,1.6318558978295843
685062,11113,656617,17332,3661.294724011997,1.622188940563044
690568,11133,659980,19455,3690.7213872197212,1.6121511567289537
698005,11157,663667,23181,3730.468225991215,1.598412618820782
706526,11196,668699,26631,3776.0084724846797,1.5846550586956458
714423,11235,674415,28773,3818.213768407564,1.5725977467130818
725197,11283,679573,34341,3875.795110470772,1.555853099226831
736688,11355,687238,38095,3937.2084390069067,1.541358078318094
750156,11436,695210,43510,4009.187788821952,1.5244829075552284
767438,11540,705162,50736,4101.550955105259,1.5037045337864428
784137,11652,718176,54309,4190.798294172783,1.4859648250241986
803623,11793,730825,61005,4294.94067689449,1.4674791537823084
827998,11960,746239,69799,4425.212183557816,1.4444479334491147
853460,12121,766398,74941,4561.293131359322,1.420218873760926
877146,12361,787898,76887,4687.8822967676315,1.4092294783308594
905541,12638,807328,85575,4839.638581145279,1.3956297947856586
930179,12887,831928,85364,4971.3156839625535,1.38543226626273
956348,13193,851537,91618,5111.175173516303,1.37951875258797
980679,13541,875109,92029,5241.211523408628,1.380778011969258
1004782,13898,897804,93080,5370.029333669394,1.3831856064300514
1027715,14248,918875,94592,5492.59411161032,1.3863765732717728
1047916,14628,940930,92358,5600.557791860818,1.395913412907141
1072065,15009,958792,98264,5729.621447836724,1.4000083950133622
1098051,15377,979250,103424,5868.502899001984,1.4003903279538017
1122286,15772,1008537,97977,5998.026179575758,1.4053458744027814
1149333,16147,1033825,99361,6142.57811560542,1.404901799565487
1174552,16559,1061246,96747,6277.360356694341,1.4098141248748461
1194946,16966,1085690,92290,6386.35552005401,1.4198131128938043
1212989,17414,1105983,89592,6482.7858295812475,1.435627198597844
1232942,17752,1124771,90419,6589.424080758821,1.439808198601394
1253902,18063,1143980,91859,6701.444215309112,1.4405432003458003
1273035,18398,1164008,90629,6803.69999939073,1.4452077122781384
1292867,18739,1183093,91035,6909.691569448049,1.4494143635810954
1310231,19071,1203253,87907,7002.492982440951,1.4555448619365592
1323567,19344,1217991,86232,7073.766861942987,1.461505159920125
1336218,19663,1231297,85258,7141.37977807828,1.4715413203534151
1348699,20010,1244880,83809,7208.084133961971,1.4836520231719603
1361986,20310,1258951,82725,7279.096134332663,1.4912047554086458
1372475,20618,1274140,77717,7335.154301856423,1.5022495856026519
1380981,20907,1288280,71794,7380.614381268865,1.5139237976481936
1387411,21244,1299872,66295,7414.979336667641,1.531197316440478
1393867,21506,1309578,62783,7449.483248340194,1.5429018694036087
1398391,21846,1320496,56049,7473.661639976906,1.5622240131694212
1402873,22111,1329899,50863,7497.615563786755,1.5761227138878573
1406719,22346,1339326,45047,7518.170403361202,1.588519100118787
1409950,22579,1347157,40214,7535.438392613682,1.6014043051172029
1412959,22831,1354445,35683,7551.519909067016,1.6158289094021836
1415219,23013,1360898,31308,7563.5984159412355,1.6261087506597918
