Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
2021-04-13,0.3150097193511665,0.2710940403915252,0.30794886105147834,0.4149880388614949,0.3150097193511667,0.43788249761518205,2021-04-13
2021-04-14,0.332765515002322,0.27753686036426717,0.31821543927481977,0.48554410974954837,0.33276551500232193,0.3751188012771971,2021-04-14
2021-04-15,0.3499223273839124,0.2844752818733738,0.3316408059346434,0.5204315774056534,0.3499223273839123,0.32153377550629614,2021-04-15
2021-04-16,0.3699425469220685,0.29321025895180275,0.34468963510938666,0.5858126251037444,0.36994254692206846,0.2656954760637875,2021-04-16
2021-04-17,0.3949858011170062,0.3035559410234172,0.36059086468480717,0.6716789532783283,0.39498580111700615,0.1961267727874345,2021-04-17
2021-04-18,0.42114585602209353,0.31352992194275797,0.3813870815662721,0.7218864424156617,0.4211458560220937,0.12293984479459574,2021-04-18
2021-04-19,0.4454812208984543,0.3283979680337009,0.40356668685182684,0.740887565298052,0.4454812208984545,0.08974499107861877,2021-04-19
2021-04-20,0.474654685631388,0.34555817123033084,0.42361086037267925,0.8257188888346433,0.47465468563138796,0.0486654331776073,2021-04-20
2021-04-21,0.49996815011774187,0.360983769049684,0.4489884552575465,0.8236586437533564,0.4999681501177418,0.01786251324108612,2021-04-21
2021-04-22,0.526854587821427,0.37994052781563625,0.4692172868875205,0.8847239173949127,0.526854587821427,0.0,2021-04-22
2021-04-23,0.5518526357318692,0.4014991946475034,0.4935343871568737,0.8887370014158081,0.5518526357318692,0.0038037516456972398,2021-04-23
2021-04-24,0.5766164328953804,0.42361541320778096,0.516946765852486,0.8989991700434505,0.5766164328953804,0.011076194105522852,2021-04-24
2021-04-25,0.6001781538575346,0.44529798042373936,0.5386838106418778,0.9137626324268905,0.6001781538575344,0.020714911557956128,2021-04-25
2021-04-26,0.620932975518742,0.4688390534010656,0.5614359592266641,0.891949421471464,0.620932975518742,0.04952213745344558,2021-04-26
2021-04-27,0.6457440337978622,0.49244207657043737,0.5798625689759934,0.9496167553581017,0.6457440337978622,0.06189154693102683,2021-04-27
